PARAMETERS
Parameter,Name in code,Value,Units
Delta t,delta_t,0.01,tau_l units
Initial number of bacteria,Nb0,500,-
Initial concentration of bacteria,B,1000000.0,cells/ml
Initial concentration of phage,P,0.0,cells/ml
Maximum number of timer molecules,N,60,-
Production rate of timer molecules,k,6.0,cells/min·ml
Number of dead timer molecules when superinfected,nd,30,-
Adsorption rate of phage to bacteria,nu,5e-10,cells/min·ml
Initial concentration of nutrients,n0,10000000.0,nutrient/ml


ADDITIONAL DATA FROM SIMULATION
Magnitude,Value,Unit
Duration,1.8072950839996338,s
Volume of the system,0.0005,ml
Number of iterations,10000,-


DATA FROM SIMULATION
Time (hours),Number of phage,Number of bacteria,Number of nutrients
---
0.0,0.0,500.0,5000.0
0.00038333333333333334,0.0,500.0,4999.666666666667
0.0007666666666666667,0.0,500.0,4999.200000000001
0.0011500000000000002,0.0,500.0,4998.7333333333345
0.0015333333333333334,0.0,500.0,4998.333333333335
0.001916666666666667,0.0,500.0,4998.000000000002
0.0023000000000000004,0.0,500.0,4997.666666666669
0.002683333333333334,0.0,500.0,4997.533333333336
0.0030666666666666668,0.0,500.0,4997.066666666669
0.00345,0.0,500.0,4996.733333333336
0.0038333333333333336,0.0,500.0,4996.26666666667
0.004216666666666666,0.0,500.0,4995.86666666667
0.004599999999999999,0.0,500.0,4995.400000000004
0.004983333333333332,0.0,500.0,4994.933333333338
0.005366666666666666,0.0,500.0,4994.6666666666715
0.00575,0.0,500.0,4994.266666666672
0.0061333333333333335,0.0,500.0,4994.133333333339
0.006516666666666667,0.0,500.0,4993.866666666672
0.006900000000000001,0.0,500.0,4993.333333333339
0.007283333333333334,0.0,500.0,4993.000000000006
0.007666666666666668,0.0,500.0,4992.73333333334
0.008050000000000002,0.0,500.0,4992.600000000007
0.008433333333333336,0.0,501.0,4992.4666666666735
0.008816666666666669,0.0,502.0,4992.200000000007
0.009200000000000003,0.0,502.0,4992.066666666674
0.009583333333333336,0.0,502.0,4991.8000000000075
0.00996666666666667,0.0,502.0,4991.600000000008
0.010350000000000003,0.0,502.0,4991.466666666674
0.010733333333333338,0.0,502.0,4991.266666666675
0.01111666666666667,0.0,502.0,4991.133333333341
0.011500000000000005,0.0,502.0,4990.933333333342
0.011883333333333338,0.0,502.0,4990.666666666675
0.012266666666666672,0.0,502.0,4990.200000000009
0.012650000000000005,0.0,502.0,4989.733333333343
0.01303333333333334,0.0,502.0,4989.20000000001
0.013416666666666672,0.0,502.0,4989.066666666677
0.013800000000000007,0.0,502.0,4988.80000000001
0.014183333333333341,0.0,504.0,4988.466666666677
0.014566666666666674,0.0,504.0,4988.333333333344
0.014950000000000008,0.0,504.0,4988.133333333344
0.015333333333333341,0.0,505.0,4988.000000000011
0.015716666666666674,0.0,505.0,4987.533333333345
0.01610000000000001,0.0,505.0,4987.200000000012
0.016483333333333343,0.0,506.0,4986.866666666679
0.01686666666666668,0.0,506.0,4986.666666666679
0.01725000000000001,0.0,506.0,4986.466666666679
0.017633333333333345,0.0,506.0,4986.066666666679
0.018016666666666677,0.0,506.0,4985.8666666666795
0.018400000000000014,0.0,507.0,4985.733333333346
0.018783333333333343,0.0,508.0,4985.5333333333465
0.019166666666666676,0.0,508.0,4985.133333333347
0.01955000000000001,0.0,508.0,4984.666666666681
0.019933333333333345,0.0,508.0,4984.333333333348
0.020316666666666674,0.0,508.0,4984.000000000015
0.02070000000000001,0.0,508.0,4983.733333333348
0.021083333333333343,0.0,508.0,4983.3333333333485
0.02146666666666668,0.0,508.0,4983.133333333349
0.021850000000000012,0.0,509.0,4982.933333333349
0.022233333333333345,0.0,509.0,4982.600000000016
0.022616666666666677,0.0,509.0,4982.13333333335
0.023000000000000013,0.0,510.0,4981.93333333335
0.023383333333333346,0.0,510.0,4981.600000000017
0.02376666666666668,0.0,511.0,4981.400000000017
0.024150000000000015,0.0,511.0,4981.1333333333505
0.02453333333333335,0.0,512.0,4980.8000000000175
0.024916666666666684,0.0,513.0,4980.533333333351
0.02530000000000002,0.0,513.0,4979.933333333352
0.02568333333333335,0.0,513.0,4979.733333333352
0.026066666666666686,0.0,514.0,4979.533333333352
0.02645000000000002,0.0,514.0,4979.533333333352
0.026833333333333355,0.0,514.0,4979.200000000019
0.027216666666666684,0.0,514.0,4978.800000000019
0.02760000000000002,0.0,514.0,4978.40000000002
0.027983333333333353,0.0,514.0,4978.066666666687
0.02836666666666669,0.0,515.0,4977.80000000002
0.02875000000000002,0.0,515.0,4977.533333333354
0.029133333333333355,0.0,516.0,4976.933333333354
0.029516666666666688,0.0,516.0,4976.866666666688
0.029900000000000024,0.0,516.0,4976.600000000021
0.030283333333333353,0.0,516.0,4976.266666666688
0.03066666666666669,0.0,516.0,4975.666666666689
0.031050000000000022,0.0,516.0,4975.133333333356
0.031433333333333355,0.0,517.0,4974.733333333356
0.03181666666666669,0.0,517.0,4974.2000000000235
0.03220000000000003,0.0,518.0,4973.933333333357
0.03258333333333336,0.0,518.0,4973.600000000024
0.03296666666666669,0.0,519.0,4973.400000000024
0.033350000000000025,0.0,519.0,4973.200000000024
0.03373333333333336,0.0,519.0,4973.133333333358
0.03411666666666669,0.0,519.0,4972.800000000025
0.034500000000000024,0.0,519.0,4972.600000000025
0.03488333333333336,0.0,519.0,4972.3333333333585
0.03526666666666669,0.0,519.0,4972.0000000000255
0.03565000000000003,0.0,519.0,4971.733333333359
0.03603333333333336,0.0,519.0,4971.600000000026
0.036416666666666694,0.0,519.0,4971.266666666693
0.03680000000000003,0.0,520.0,4970.93333333336
0.03718333333333336,0.0,520.0,4970.73333333336
0.0375666666666667,0.0,520.0,4970.400000000027
0.03795000000000003,0.0,520.0,4969.933333333361
0.03833333333333336,0.0,520.0,4969.8000000000275
0.0387166666666667,0.0,520.0,4969.600000000028
0.03910000000000003,0.0,522.0,4969.133333333361
0.03948333333333336,0.0,522.0,4968.733333333362
0.039866666666666696,0.0,524.0,4968.466666666695
0.04025000000000003,0.0,524.0,4967.866666666696
0.04063333333333337,0.0,524.0,4967.466666666696
0.0410166666666667,0.0,524.0,4967.20000000003
0.04140000000000003,0.0,524.0,4966.666666666697
0.04178333333333337,0.0,524.0,4966.333333333364
0.0421666666666667,0.0,524.0,4966.133333333364
0.04255000000000004,0.0,524.0,4965.7333333333645
0.042933333333333365,0.0,524.0,4965.533333333365
0.0433166666666667,0.0,524.0,4965.333333333365
0.04370000000000004,0.0,524.0,4964.933333333365
0.04408333333333337,0.0,524.0,4964.666666666699
0.044466666666666696,0.0,524.0,4964.200000000033
0.044850000000000036,0.0,524.0,4963.800000000033
0.04523333333333337,0.0,524.0,4963.4666666667
0.04561666666666671,0.0,524.0,4963.2000000000335
0.046000000000000034,0.0,524.0,4962.933333333367
0.04638333333333337,0.0,526.0,4962.533333333367
0.046766666666666706,0.0,526.0,4962.466666666701
0.04715000000000004,0.0,527.0,4962.200000000034
0.047533333333333365,0.0,527.0,4961.866666666701
0.0479166666666667,0.0,527.0,4961.6666666667015
0.04830000000000003,0.0,528.0,4961.400000000035
0.04868333333333337,0.0,529.0,4961.200000000035
0.0490666666666667,0.0,530.0,4960.933333333369
0.04945000000000003,0.0,530.0,4960.600000000036
0.04983333333333337,0.0,530.0,4959.93333333337
0.0502166666666667,0.0,530.0,4959.600000000037
0.05060000000000004,0.0,531.0,4959.4666666667035
0.05098333333333337,0.0,531.0,4959.000000000037
0.0513666666666667,0.0,531.0,4958.8000000000375
0.05175000000000004,0.0,531.0,4958.666666666704
0.05213333333333337,0.0,531.0,4958.466666666704
0.0525166666666667,0.0,531.0,4957.933333333372
0.05290000000000004,0.0,531.0,4957.533333333372
0.05328333333333337,0.0,532.0,4957.400000000039
0.05366666666666671,0.0,532.0,4957.066666666706
0.054050000000000036,0.0,533.0,4956.6000000000395
0.05443333333333337,0.0,533.0,4956.066666666707
0.05481666666666671,0.0,533.0,4955.733333333374
0.05520000000000004,0.0,533.0,4955.533333333374
0.055583333333333367,0.0,533.0,4955.200000000041
0.055966666666666706,0.0,534.0,4954.7333333333745
0.05635000000000004,0.0,536.0,4954.200000000042
0.05673333333333338,0.0,537.0,4953.666666666709
0.057116666666666704,0.0,538.0,4953.400000000042
0.057500000000000044,0.0,538.0,4953.000000000043
0.057883333333333384,0.0,539.0,4952.66666666671
0.05826666666666672,0.0,539.0,4952.133333333377
0.058650000000000056,0.0,541.0,4952.06666666671
0.05903333333333339,0.0,541.0,4951.86666666671
0.059416666666666715,0.0,542.0,4951.200000000044
0.059800000000000055,0.0,542.0,4950.866666666711
0.06018333333333339,0.0,542.0,4950.400000000045
0.06056666666666672,0.0,542.0,4950.200000000045
0.06095000000000005,0.0,542.0,4950.066666666712
0.061333333333333385,0.0,542.0,4949.733333333379
0.061716666666666725,0.0,543.0,4949.266666666713
0.06210000000000006,0.0,544.0,4949.066666666713
0.062483333333333384,0.0,544.0,4948.800000000047
0.06286666666666672,0.0,546.0,4948.4666666667135
0.06325000000000006,0.0,547.0,4948.000000000047
0.06363333333333339,0.0,547.0,4947.666666666714
0.06401666666666672,0.0,547.0,4947.466666666714
0.06440000000000005,0.0,547.0,4947.066666666715
0.06478333333333339,0.0,548.0,4946.666666666715
0.06516666666666673,0.0,549.0,4946.2666666667155
0.06555000000000005,0.0,549.0,4945.666666666716
0.06593333333333339,0.0,549.0,4945.40000000005
0.06631666666666673,0.0,551.0,4944.933333333383
0.06670000000000005,0.0,551.0,4944.866666666717
0.0670833333333334,0.0,553.0,4944.60000000005
0.06746666666666673,0.0,554.0,4944.400000000051
0.06785000000000005,0.0,555.0,4944.133333333384
