PARAMETERS
Parameter,Name in code,Value,Units
Delta t,delta_t,0.01,tau_l units
Initial number of bacteria,Nb0,1000,-
Initial concentration of bacteria,B,1000000.0,cells/ml
Initial concentration of phage,P,1000000.0,cells/ml
Maximum number of timer molecules,N,60,-
Production rate of timer molecules,k,6.0,cells/min·ml
Number of dead timer molecules when superinfected,nd,30,-
Adsorption rate of phage to bacteria,nu,5e-10,cells/min·ml
Initial concentration of nutrients,n0,10000000.0,nutrient/ml


ADDITIONAL DATA FROM SIMULATION
Magnitude,Value,Unit
Duration,51.62480020523071,s
Volume of the system,0.001,ml
Number of iterations,10000,-


DATA FROM SIMULATION
Time (hours),Number of phage,Number of bacteria,Number of nutrients
---
0.0,1000.0,1000.0,10000.0
0.00038333333333333334,1000.0,1000.0,9999.333333333325
0.0007666666666666667,1000.0,1000.0,9998.93333333332
0.0011500000000000002,1000.0,1000.0,9998.199999999977
0.0015333333333333334,1000.0,1000.0,9997.733333333304
0.001916666666666667,1000.0,1000.0,9997.199999999964
0.0023000000000000004,1000.0,1000.0,9996.333333333287
0.002683333333333334,1000.0,1000.0,9995.933333333282
0.0030666666666666668,1000.0,1000.0,9995.599999999944
0.00345,1000.0,1000.0,9994.866666666601
0.0038333333333333336,1000.0,1000.0,9993.933333333256
0.004216666666666666,1000.0,1000.0,9993.599999999919
0.004599999999999999,1000.0,1000.0,9992.666666666573
0.004983333333333332,1000.0,1000.0,9992.1999999999
0.005366666666666666,1000.0,1000.0,9991.866666666563
0.00575,1000.0,1000.0,9991.199999999888
0.0061333333333333335,1000.0,1000.0,9990.199999999875
0.006516666666666667,1000.0,1000.0,9989.26666666653
0.006900000000000001,1000.0,1001.0,9988.599999999855
0.007283333333333334,1000.0,1001.0,9988.133333333182
0.007666666666666668,1000.0,1001.0,9987.466666666507
0.008050000000000002,1000.0,1001.0,9986.8666666665
0.008433333333333336,1000.0,1002.0,9985.866666666487
0.008816666666666669,1000.0,1002.0,9985.466666666482
0.009200000000000003,1000.0,1002.0,9984.399999999801
0.009583333333333336,1000.0,1002.0,9983.666666666459
0.00996666666666667,1000.0,1003.0,9983.066666666451
0.010350000000000003,1000.0,1003.0,9982.666666666446
0.010733333333333338,1000.0,1003.0,9982.199999999773
0.01111666666666667,1000.0,1003.0,9981.666666666433
0.011500000000000005,1000.0,1004.0,9980.799999999756
0.011883333333333338,1000.0,1004.0,9979.933333333078
0.012266666666666672,1000.0,1004.0,9979.59999999974
0.012650000000000005,1000.0,1004.0,9978.933333333065
0.01303333333333334,1000.0,1004.0,9978.466666666392
0.013416666666666672,1000.0,1005.0,9977.99999999972
0.013800000000000007,1000.0,1005.0,9977.399999999712
0.014183333333333341,1000.0,1005.0,9976.999999999707
0.014566666666666674,1000.0,1005.0,9975.933333333027
0.014950000000000008,1000.0,1005.0,9975.266666666352
0.015333333333333341,1000.0,1005.0,9974.933333333014
0.015716666666666674,1000.0,1005.0,9974.266666666339
0.01610000000000001,1000.0,1005.0,9973.466666666329
0.016483333333333343,1000.0,1005.0,9972.666666666319
0.01686666666666668,1000.0,1006.0,9972.133333332979
0.01725000000000001,1000.0,1006.0,9971.399999999636
0.017633333333333345,1000.0,1006.0,9970.799999999628
0.018016666666666677,1000.0,1006.0,9970.333333332956
0.018400000000000014,1000.0,1007.0,9969.66666666628
0.018783333333333343,1000.0,1007.0,9968.999999999605
0.019166666666666676,1000.0,1008.0,9968.266666666263
0.01955000000000001,1000.0,1008.0,9967.333333332917
0.019933333333333345,1000.0,1008.0,9966.933333332912
0.020316666666666674,1000.0,1008.0,9966.19999999957
0.02070000000000001,1000.0,1008.0,9965.599999999562
0.021083333333333343,1000.0,1008.0,9964.799999999552
0.02146666666666668,1000.0,1010.0,9963.999999999542
0.021850000000000012,1000.0,1011.0,9963.466666666201
0.022233333333333345,1000.0,1011.0,9963.199999999531
0.022616666666666677,1000.0,1013.0,9962.799999999526
0.023000000000000013,1000.0,1013.0,9962.133333332851
0.023383333333333346,1000.0,1013.0,9961.533333332844
0.02376666666666668,1000.0,1013.0,9960.7999999995
0.024150000000000015,1000.0,1013.0,9960.199999999493
0.02453333333333335,1000.0,1014.0,9959.399999999483
0.024916666666666684,1000.0,1015.0,9958.93333333281
0.02530000000000002,1000.0,1016.0,9958.266666666135
0.02568333333333335,1000.0,1016.0,9957.799999999463
0.026066666666666686,1000.0,1017.0,9957.466666666125
0.02645000000000002,1000.0,1017.0,9956.999999999452
0.026833333333333355,1000.0,1017.0,9956.399999999445
0.027216666666666684,1000.0,1017.0,9955.73333333277
0.02760000000000002,1000.0,1017.0,9955.066666666095
0.027983333333333353,1000.0,1017.0,9954.333333332752
0.02836666666666669,1000.0,1017.0,9953.999999999414
0.02875000000000002,1000.0,1020.0,9953.266666666072
0.029133333333333355,1000.0,1020.0,9952.799999999399
0.029516666666666688,1000.0,1020.0,9952.133333332724
0.029900000000000024,1000.0,1020.0,9951.799999999386
0.030283333333333353,1000.0,1021.0,9951.133333332711
0.03066666666666669,1000.0,1021.0,9950.266666666033
0.031050000000000022,1000.0,1021.0,9949.79999999936
0.031433333333333355,1000.0,1021.0,9949.466666666023
0.03181666666666669,1000.0,1021.0,9948.799999999348
0.03220000000000003,1000.0,1021.0,9948.19999999934
0.03258333333333336,1000.0,1021.0,9947.333333332663
0.03296666666666669,1000.0,1021.0,9946.466666665985
0.033350000000000025,1000.0,1021.0,9945.866666665977
0.03373333333333336,1000.0,1021.0,9945.26666666597
0.03411666666666669,1000.0,1021.0,9944.333333332625
0.034500000000000024,1000.0,1021.0,9943.533333332614
0.03488333333333336,1000.0,1022.0,9942.799999999272
0.03526666666666669,1000.0,1022.0,9942.399999999267
0.03565000000000003,1000.0,1023.0,9941.866666665926
0.03603333333333336,1000.0,1023.0,9941.199999999251
0.036416666666666694,1000.0,1024.0,9940.399999999241
0.03680000000000003,1000.0,1024.0,9939.666666665898
0.03718333333333336,1000.0,1024.0,9938.733333332553
0.0375666666666667,1000.0,1024.0,9938.26666666588
0.03795000000000003,1000.0,1026.0,9937.799999999208
0.03833333333333336,1000.0,1027.0,9937.1999999992
0.0387166666666667,1000.0,1029.0,9936.599999999193
