PARAMETERS
Parameter,Name in code,Value,Units
Delta t,delta_t,0.01,tau_l units
Initial number of bacteria,Nb0,1000,-
Initial concentration of bacteria,B,1000000.0,cells/ml
Initial concentration of phage,P,100000000.0,cells/ml
Maximum number of timer molecules,N,60,-
Production rate of timer molecules,k,6.0,cells/min·ml
Number of dead timer molecules when superinfected,nd,30,-
Adsorption rate of phage to bacteria,nu,5e-10,cells/min·ml
Initial concentration of nutrients,n0,10000000.0,nutrient/ml


ADDITIONAL DATA FROM SIMULATION
Magnitude,Value,Unit
Duration,63.605913400650024,s
Volume of the system,0.001,ml
Number of iterations,10000,-


DATA FROM SIMULATION
Time (hours),Number of phage,Number of bacteria,Number of nutrients
---
0.0,100000.0,1000.0,10000.0
0.00038333333333333334,100000.0,1000.0,9999.333333333325
0.0007666666666666667,100000.0,1000.0,9998.533333333315
0.0011500000000000002,100000.0,1000.0,9997.86666666664
0.0015333333333333334,100000.0,1000.0,9997.199999999964
0.001916666666666667,99999.0,1000.0,9996.79999999996
0.0023000000000000004,99998.0,1000.0,9996.333333333287
0.002683333333333334,99998.0,1000.0,9995.533333333276
0.0030666666666666668,99998.0,1000.0,9994.799999999934
0.00345,99997.0,1000.0,9993.999999999924
0.0038333333333333336,99997.0,1000.0,9993.599999999919
0.004216666666666666,99997.0,1000.0,9992.933333333243
0.004599999999999999,99995.0,1000.0,9992.1999999999
0.004983333333333332,99994.0,1000.0,9991.66666666656
0.005366666666666666,99993.0,1000.0,9990.799999999883
0.00575,99992.0,1000.0,9990.399999999878
0.0061333333333333335,99992.0,1000.0,9989.599999999868
0.006516666666666667,99991.0,1000.0,9988.73333333319
0.006900000000000001,99991.0,1000.0,9988.399999999852
0.007283333333333334,99989.0,1000.0,9987.733333333177
0.007666666666666668,99988.0,1000.0,9987.266666666505
0.008050000000000002,99988.0,1000.0,9986.533333333162
0.008433333333333336,99988.0,1001.0,9985.79999999982
0.008816666666666669,99988.0,1001.0,9984.999999999809
0.009200000000000003,99988.0,1002.0,9984.466666666469
0.009583333333333336,99988.0,1002.0,9984.199999999799
0.00996666666666667,99988.0,1002.0,9983.666666666459
0.010350000000000003,99988.0,1002.0,9982.466666666443
0.010733333333333338,99987.0,1002.0,9981.799999999768
0.01111666666666667,99987.0,1002.0,9980.866666666423
0.011500000000000005,99987.0,1002.0,9980.13333333308
0.011883333333333338,99987.0,1002.0,9979.399999999738
0.012266666666666672,99987.0,1002.0,9978.933333333065
0.012650000000000005,99987.0,1002.0,9978.133333333055
0.01303333333333334,99985.0,1003.0,9977.266666666377
0.013416666666666672,99985.0,1003.0,9976.799999999705
0.013800000000000007,99984.0,1004.0,9976.199999999697
0.014183333333333341,99983.0,1004.0,9975.199999999684
0.014566666666666674,99983.0,1004.0,9974.199999999671
0.014950000000000008,99981.0,1004.0,9973.599999999664
0.015333333333333341,99981.0,1004.0,9972.799999999654
0.015716666666666674,99979.0,1004.0,9972.266666666314
0.01610000000000001,99979.0,1004.0,9971.799999999641
0.016483333333333343,99979.0,1004.0,9971.199999999633
0.01686666666666668,99979.0,1004.0,9970.73333333296
0.01725000000000001,99978.0,1004.0,9970.19999999962
0.017633333333333345,99977.0,1004.0,9969.599999999613
0.018016666666666677,99977.0,1005.0,9968.999999999605
0.018400000000000014,99976.0,1006.0,9968.399999999598
0.018783333333333343,99975.0,1006.0,9967.79999999959
0.019166666666666676,99975.0,1006.0,9967.133333332915
0.01955000000000001,99974.0,1006.0,9966.133333332902
0.019933333333333345,99974.0,1006.0,9965.599999999562
0.020316666666666674,99974.0,1006.0,9964.86666666622
0.02070000000000001,99973.0,1006.0,9964.06666666621
0.021083333333333343,99972.0,1006.0,9963.666666666204
0.02146666666666668,99972.0,1006.0,9962.933333332861
0.021850000000000012,99972.0,1007.0,9962.199999999519
0.022233333333333345,99970.0,1007.0,9961.666666666179
0.022616666666666677,99970.0,1007.0,9960.7999999995
0.023000000000000013,99970.0,1007.0,9960.53333333283
0.023383333333333346,99970.0,1007.0,9960.199999999493
0.02376666666666668,99969.0,1008.0,9959.46666666615
0.024150000000000015,99969.0,1009.0,9958.93333333281
0.02453333333333335,99968.0,1010.0,9958.266666666135
0.024916666666666684,99966.0,1010.0,9957.666666666128
0.02530000000000002,99966.0,1010.0,9956.933333332785
0.02568333333333335,99965.0,1012.0,9956.599999999447
0.026066666666666686,99965.0,1012.0,9955.99999999944
0.02645000000000002,99964.0,1013.0,9955.333333332765
0.026833333333333355,99964.0,1013.0,9954.333333332752
0.027216666666666684,99964.0,1013.0,9953.733333332744
0.02760000000000002,99963.0,1013.0,9953.066666666069
0.027983333333333353,99963.0,1014.0,9952.133333332724
0.02836666666666669,99963.0,1014.0,9951.533333332716
0.02875000000000002,99963.0,1014.0,9950.599999999371
0.029133333333333355,99963.0,1014.0,9949.866666666028
0.029516666666666688,99963.0,1015.0,9949.133333332686
0.029900000000000024,99962.0,1016.0,9948.533333332678
0.030283333333333353,99959.0,1018.0,9947.866666666003
0.03066666666666669,99956.0,1019.0,9946.999999999325
0.031050000000000022,99955.0,1020.0,9946.59999999932
0.031433333333333355,99954.0,1021.0,9945.866666665977
0.03181666666666669,99954.0,1021.0,9944.933333332632
0.03220000000000003,99954.0,1021.0,9944.266666665957
0.03258333333333336,99954.0,1021.0,9943.599999999282
0.03296666666666669,99954.0,1023.0,9943.13333333261
0.033350000000000025,99953.0,1024.0,9942.399999999267
0.03373333333333336,99953.0,1024.0,9941.866666665926
0.03411666666666669,99953.0,1025.0,9941.533333332589
0.034500000000000024,99953.0,1026.0,9941.066666665916
0.03488333333333336,99953.0,1026.0,9940.533333332576
0.03526666666666669,99953.0,1026.0,9940.266666665906
0.03565000000000003,99953.0,1027.0,9939.466666665896
0.03603333333333336,99953.0,1029.0,9938.599999999218
0.036416666666666694,99952.0,1029.0,9938.399999999216
0.03680000000000003,99952.0,1029.0,9937.799999999208
0.03718333333333336,99952.0,1030.0,9936.866666665863
0.0375666666666667,99951.0,1031.0,9936.39999999919
0.03795000000000003,99951.0,1033.0,9935.933333332518
0.03833333333333336,99951.0,1034.0,9935.59999999918
0.0387166666666667,99950.0,1035.0,9934.79999999917
