PARAMETERS
Parameter,Name in code,Value,Units
Delta t,delta_t,0.01,tau_l units
Initial number of bacteria,Nb0,1000,-
Initial concentration of bacteria,B,1000000.0,cells/ml
Initial concentration of phage,P,10000000.0,cells/ml
Maximum number of timer molecules,N,60,-
Production rate of timer molecules,k,6.0,cells/min·ml
Number of dead timer molecules when superinfected,nd,30,-
Adsorption rate of phage to bacteria,nu,5e-10,cells/min·ml
Initial concentration of nutrients,n0,10000000.0,nutrient/ml


ADDITIONAL DATA FROM SIMULATION
Magnitude,Value,Unit
Duration,61.84271740913391,s
Volume of the system,0.001,ml
Number of iterations,10000,-


DATA FROM SIMULATION
Time (hours),Number of phage,Number of bacteria,Number of nutrients
---
0.0,10000.0,1000.0,10000.0
0.00038333333333333334,10000.0,1000.0,9998.999999999987
0.0007666666666666667,10000.0,1000.0,9998.39999999998
0.0011500000000000002,10000.0,1000.0,9997.933333333307
0.0015333333333333334,10000.0,1000.0,9997.199999999964
0.001916666666666667,10000.0,1000.0,9996.666666666624
0.0023000000000000004,10000.0,1000.0,9995.733333333279
0.002683333333333334,10000.0,1000.0,9995.066666666604
0.0030666666666666668,10000.0,1000.0,9994.399999999929
0.00345,10000.0,1000.0,9993.466666666583
0.0038333333333333336,10000.0,1000.0,9993.133333333246
0.004216666666666666,10000.0,1000.0,9992.1999999999
0.004599999999999999,10000.0,1000.0,9991.266666666555
0.004983333333333332,10000.0,1000.0,9990.666666666548
0.005366666666666666,10000.0,1000.0,9990.06666666654
0.00575,10000.0,1000.0,9989.199999999862
0.0061333333333333335,10000.0,1000.0,9988.533333333187
0.006516666666666667,10000.0,1000.0,9987.533333333175
0.006900000000000001,10000.0,1000.0,9986.59999999983
0.007283333333333334,10000.0,1000.0,9986.199999999824
0.007666666666666668,10000.0,1000.0,9985.53333333315
0.008050000000000002,10000.0,1001.0,9984.866666666474
0.008433333333333336,10000.0,1001.0,9983.999999999796
0.008816666666666669,10000.0,1001.0,9983.333333333121
0.009200000000000003,10000.0,1001.0,9982.599999999778
0.009583333333333336,10000.0,1001.0,9981.46666666643
0.00996666666666667,10000.0,1001.0,9980.93333333309
0.010350000000000003,10000.0,1002.0,9980.39999999975
0.010733333333333338,10000.0,1002.0,9979.266666666403
0.01111666666666667,10000.0,1002.0,9978.733333333063
0.011500000000000005,10000.0,1002.0,9977.599999999715
0.011883333333333338,10000.0,1002.0,9976.533333333035
0.012266666666666672,10000.0,1003.0,9975.799999999692
0.012650000000000005,10000.0,1003.0,9975.199999999684
0.01303333333333334,10000.0,1004.0,9974.133333333004
0.013416666666666672,10000.0,1004.0,9973.266666666326
0.013800000000000007,10000.0,1004.0,9972.599999999651
0.014183333333333341,10000.0,1004.0,9972.066666666311
0.014566666666666674,10000.0,1004.0,9971.466666666303
0.014950000000000008,9999.0,1004.0,9971.133333332966
0.015333333333333341,9999.0,1005.0,9970.46666666629
0.015716666666666674,9999.0,1005.0,9969.66666666628
0.01610000000000001,9999.0,1005.0,9969.13333333294
0.016483333333333343,9999.0,1005.0,9968.666666666268
0.01686666666666668,9999.0,1006.0,9968.199999999595
0.01725000000000001,9999.0,1006.0,9967.399999999585
0.017633333333333345,9999.0,1007.0,9966.933333332912
0.018016666666666677,9999.0,1007.0,9966.066666666235
0.018400000000000014,9999.0,1007.0,9965.466666666227
0.018783333333333343,9998.0,1007.0,9964.799999999552
0.019166666666666676,9998.0,1007.0,9964.06666666621
0.01955000000000001,9998.0,1008.0,9963.133333332864
0.019933333333333345,9998.0,1008.0,9962.333333332854
0.020316666666666674,9998.0,1008.0,9961.733333332846
0.02070000000000001,9998.0,1009.0,9961.466666666176
0.021083333333333343,9998.0,1010.0,9960.7999999995
0.02146666666666668,9998.0,1012.0,9960.399999999496
0.021850000000000012,9998.0,1014.0,9959.933333332823
0.022233333333333345,9998.0,1015.0,9959.19999999948
0.022616666666666677,9998.0,1015.0,9958.466666666138
0.023000000000000013,9998.0,1016.0,9957.999999999465
0.023383333333333346,9998.0,1016.0,9957.33333333279
0.02376666666666668,9998.0,1016.0,9956.53333333278
0.024150000000000015,9998.0,1016.0,9955.799999999437
0.02453333333333335,9997.0,1017.0,9955.266666666097
0.024916666666666684,9997.0,1017.0,9954.533333332754
0.02530000000000002,9997.0,1017.0,9953.999999999414
0.02568333333333335,9997.0,1017.0,9953.266666666072
0.026066666666666686,9997.0,1017.0,9952.199999999391
0.02645000000000002,9997.0,1018.0,9951.133333332711
0.026833333333333355,9997.0,1018.0,9950.266666666033
0.027216666666666684,9997.0,1019.0,9949.466666666023
0.02760000000000002,9997.0,1019.0,9948.666666666013
0.027983333333333353,9997.0,1019.0,9948.066666666005
0.02836666666666669,9997.0,1019.0,9947.39999999933
0.02875000000000002,9997.0,1022.0,9946.666666665988
0.029133333333333355,9997.0,1024.0,9945.999999999312
0.029516666666666688,9997.0,1024.0,9945.199999999302
0.029900000000000024,9997.0,1025.0,9944.399999999292
0.030283333333333353,9997.0,1025.0,9943.799999999284
0.03066666666666669,9996.0,1025.0,9943.199999999277
0.031050000000000022,9996.0,1025.0,9942.733333332604
0.031433333333333355,9996.0,1028.0,9941.999999999261
0.03181666666666669,9996.0,1030.0,9941.133333332584
0.03220000000000003,9996.0,1032.0,9940.333333332574
0.03258333333333336,9995.0,1032.0,9939.466666665896
0.03296666666666669,9995.0,1033.0,9939.266666665893
0.033350000000000025,9995.0,1034.0,9938.599999999218
0.03373333333333336,9994.0,1034.0,9938.333333332548
0.03411666666666669,9994.0,1036.0,9937.73333333254
0.034500000000000024,9994.0,1036.0,9937.066666665865
0.03488333333333336,9994.0,1036.0,9936.466666665858
0.03526666666666669,9994.0,1036.0,9936.266666665855
0.03565000000000003,9994.0,1036.0,9935.399999999177
0.03603333333333336,9994.0,1039.0,9934.666666665835
0.036416666666666694,9994.0,1039.0,9934.333333332497
0.03680000000000003,9994.0,1039.0,9933.73333333249
0.03718333333333336,9993.0,1039.0,9933.066666665814
0.0375666666666667,9993.0,1039.0,9932.599999999142
0.03795000000000003,9993.0,1040.0,9932.13333333247
0.03833333333333336,9993.0,1040.0,9931.799999999132
0.0387166666666667,9993.0,1040.0,9931.533333332462
