PARAMETERS
Parameter,Name in code,Value,Units
Delta t,delta_t,0.01,tau_l units
Initial number of bacteria,Nb0,100,-
Initial concentration of bacteria,B,100000000.0,cells/ml
Initial concentration of phage,P,1000000000.0,cells/ml
Maximum number of timer molecules,N,60,-
Production rate of timer molecules,k,6.0,cells/min·ml
Number of dead timer molecules when superinfected,nd,30,-
Adsorption rate of phage to bacteria,nu,5e-10,cells/min·ml
Initial concentration of nutrients,n0,100000000.0,nutrient/ml


ADDITIONAL DATA FROM SIMULATION
Magnitude,Value,Unit
Duration,1.1112103462219238,s
Volume of the system,1e-06,ml
Number of iterations,10000,-


DATA FROM SIMULATION
Time (hours),Number of phage,Number of healthy bacteria,Number of infected bacteria,Number of dead bacteria,Number of nutrients
---
0.0,1000.0,100.0,0.0,0.0,100.0
0.00038333333333333334,1000.0,100.0,0.0,0.0,99.92592592592592
0.0007666666666666667,997.0,97.0,3.0,0.0,99.85185185185185
0.0011500000000000002,997.0,97.0,3.0,0.0,99.85185185185185
0.0015333333333333334,997.0,97.0,3.0,0.0,99.77777777777777
0.001916666666666667,996.0,96.0,4.0,0.0,99.62962962962962
0.0023000000000000004,996.0,96.0,4.0,0.0,99.55555555555554
0.002683333333333334,996.0,96.0,4.0,0.0,99.55555555555554
0.0030666666666666668,996.0,96.0,4.0,0.0,99.48148148148147
0.00345,996.0,96.0,4.0,0.0,99.33333333333331
0.0038333333333333336,996.0,96.0,4.0,0.0,99.11111111111109
0.004216666666666666,995.0,96.0,5.0,0.0,99.03703703703701
0.004599999999999999,994.0,95.0,6.0,0.0,99.03703703703701
0.004983333333333332,994.0,95.0,6.0,0.0,98.96296296296293
0.005366666666666666,993.0,95.0,7.0,0.0,98.81481481481478
0.00575,992.0,94.0,8.0,0.0,98.81481481481478
0.0061333333333333335,992.0,94.0,8.0,0.0,98.7407407407407
0.006516666666666667,992.0,94.0,8.0,0.0,98.59259259259255
0.006900000000000001,992.0,94.0,8.0,0.0,98.4444444444444
0.007283333333333334,992.0,96.0,8.0,0.0,98.22222222222217
0.007666666666666668,992.0,96.0,8.0,0.0,98.22222222222217
0.008050000000000002,991.0,96.0,8.0,0.0,98.22222222222217
0.008433333333333336,990.0,95.0,9.0,0.0,98.22222222222217
0.008816666666666669,988.0,94.0,10.0,0.0,98.07407407407402
0.009200000000000003,987.0,93.0,11.0,0.0,97.92592592592587
0.009583333333333336,987.0,93.0,11.0,0.0,97.92592592592587
0.00996666666666667,986.0,92.0,12.0,0.0,97.77777777777771
0.010350000000000003,986.0,92.0,12.0,0.0,97.62962962962956
0.010733333333333338,986.0,92.0,12.0,0.0,97.55555555555549
0.01111666666666667,985.0,91.0,13.0,0.0,97.33333333333326
0.011500000000000005,985.0,91.0,13.0,0.0,97.25925925925918
0.011883333333333338,983.0,89.0,15.0,0.0,97.25925925925918
0.012266666666666672,982.0,88.0,16.0,0.0,97.1851851851851
0.012650000000000005,982.0,88.0,16.0,0.0,97.1851851851851
0.01303333333333334,981.0,87.0,17.0,0.0,97.1851851851851
0.013416666666666672,981.0,87.0,17.0,0.0,97.1851851851851
0.013800000000000007,980.0,86.0,18.0,0.0,97.11111111111103
0.014183333333333341,980.0,86.0,18.0,0.0,97.11111111111103
0.014566666666666674,980.0,87.0,18.0,0.0,96.96296296296288
0.014950000000000008,980.0,87.0,18.0,0.0,96.96296296296288
0.015333333333333341,980.0,87.0,18.0,0.0,96.96296296296288
0.015716666666666674,980.0,87.0,18.0,0.0,96.96296296296288
0.01610000000000001,980.0,88.0,18.0,0.0,96.8888888888888
0.016483333333333343,980.0,88.0,18.0,0.0,96.8888888888888
0.01686666666666668,980.0,88.0,18.0,0.0,96.8888888888888
0.01725000000000001,980.0,88.0,18.0,0.0,96.81481481481472
0.017633333333333345,979.0,87.0,19.0,0.0,96.81481481481472
0.018016666666666677,979.0,87.0,19.0,0.0,96.74074074074065
0.018400000000000014,979.0,87.0,19.0,0.0,96.74074074074065
0.018783333333333343,979.0,87.0,19.0,0.0,96.74074074074065
0.019166666666666676,978.0,86.0,20.0,0.0,96.66666666666657
0.01955000000000001,978.0,86.0,20.0,0.0,96.51851851851842
0.019933333333333345,977.0,85.0,21.0,0.0,96.51851851851842
0.020316666666666674,977.0,85.0,21.0,0.0,96.51851851851842
0.02070000000000001,977.0,85.0,21.0,0.0,96.29629629629619
0.021083333333333343,977.0,85.0,21.0,0.0,96.22222222222211
0.02146666666666668,977.0,85.0,21.0,0.0,96.14814814814804
0.021850000000000012,977.0,85.0,21.0,0.0,95.92592592592581
0.022233333333333345,977.0,86.0,21.0,0.0,95.85185185185173
0.022616666666666677,977.0,86.0,21.0,0.0,95.77777777777766
0.023000000000000013,977.0,86.0,21.0,0.0,95.77777777777766
0.023383333333333346,976.0,86.0,21.0,0.0,95.70370370370358
0.02376666666666668,976.0,86.0,21.0,0.0,95.6296296296295
0.024150000000000015,975.0,85.0,22.0,0.0,95.6296296296295
0.02453333333333335,974.0,84.0,23.0,0.0,95.55555555555543
0.024916666666666684,974.0,84.0,23.0,0.0,95.55555555555543
0.02530000000000002,974.0,84.0,23.0,0.0,95.40740740740728
0.02568333333333335,974.0,84.0,23.0,0.0,95.40740740740728
0.026066666666666686,972.0,82.0,25.0,0.0,95.40740740740728
0.02645000000000002,971.0,81.0,26.0,0.0,95.40740740740728
0.026833333333333355,971.0,82.0,26.0,0.0,95.18518518518505
0.027216666666666684,971.0,82.0,26.0,0.0,95.11111111111097
0.02760000000000002,971.0,82.0,26.0,0.0,95.0370370370369
0.027983333333333353,971.0,82.0,26.0,0.0,95.0370370370369
0.02836666666666669,970.0,81.0,27.0,0.0,94.96296296296282
0.02875000000000002,970.0,81.0,27.0,0.0,94.88888888888874
0.029133333333333355,969.0,80.0,28.0,0.0,94.81481481481467
0.029516666666666688,969.0,80.0,28.0,0.0,94.59259259259244
0.029900000000000024,969.0,80.0,28.0,0.0,94.59259259259244
0.030283333333333353,968.0,79.0,29.0,0.0,94.51851851851836
0.03066666666666669,968.0,79.0,29.0,0.0,94.51851851851836
0.031050000000000022,968.0,79.0,29.0,0.0,94.44444444444429
0.031433333333333355,968.0,79.0,29.0,0.0,94.37037037037021
0.03181666666666669,967.0,78.0,30.0,0.0,94.37037037037021
0.03220000000000003,967.0,78.0,30.0,0.0,94.22222222222206
0.03258333333333336,966.0,77.0,31.0,0.0,94.22222222222206
0.03296666666666669,965.0,78.0,31.0,0.0,94.0740740740739
0.033350000000000025,964.0,78.0,31.0,0.0,94.0740740740739
0.03373333333333336,963.0,77.0,32.0,0.0,94.0740740740739
0.03411666666666669,963.0,77.0,32.0,0.0,94.0740740740739
0.034500000000000024,963.0,77.0,32.0,0.0,94.0740740740739
0.03488333333333336,962.0,78.0,33.0,0.0,93.85185185185168
0.03526666666666669,962.0,78.0,33.0,0.0,93.85185185185168
0.03565000000000003,962.0,78.0,33.0,0.0,93.85185185185168
0.03603333333333336,962.0,78.0,33.0,0.0,93.85185185185168
0.036416666666666694,962.0,78.0,33.0,0.0,93.70370370370352
0.03680000000000003,962.0,78.0,33.0,0.0,93.70370370370352
0.03718333333333336,962.0,79.0,33.0,0.0,93.62962962962945
0.0375666666666667,961.0,78.0,34.0,0.0,93.55555555555537
0.03795000000000003,959.0,76.0,36.0,0.0,93.40740740740722
0.03833333333333336,959.0,76.0,36.0,0.0,93.40740740740722
0.0387166666666667,959.0,76.0,36.0,0.0,93.25925925925907
0.03910000000000003,959.0,76.0,36.0,0.0,93.25925925925907
0.03948333333333336,959.0,76.0,36.0,0.0,93.18518518518499
0.039866666666666696,959.0,76.0,36.0,0.0,93.11111111111092
0.04025000000000003,959.0,76.0,36.0,0.0,93.11111111111092
0.04063333333333337,959.0,76.0,36.0,0.0,93.11111111111092
0.0410166666666667,958.0,76.0,36.0,0.0,93.11111111111092
0.04140000000000003,958.0,76.0,36.0,0.0,92.96296296296276
0.04178333333333337,958.0,76.0,36.0,0.0,92.96296296296276
0.0421666666666667,958.0,76.0,36.0,0.0,92.96296296296276
0.04255000000000004,958.0,76.0,36.0,0.0,92.88888888888869
0.042933333333333365,956.0,74.0,38.0,0.0,92.59259259259238
0.0433166666666667,956.0,74.0,38.0,0.0,92.59259259259238
0.04370000000000004,956.0,74.0,38.0,0.0,92.5185185185183
0.04408333333333337,956.0,74.0,38.0,0.0,92.44444444444423
0.044466666666666696,954.0,72.0,40.0,0.0,92.44444444444423
0.044850000000000036,953.0,71.0,41.0,0.0,92.37037037037015
0.04523333333333337,953.0,71.0,41.0,0.0,92.14814814814792
0.04561666666666671,951.0,69.0,43.0,0.0,92.14814814814792
0.046000000000000034,950.0,69.0,43.0,0.0,92.14814814814792
0.04638333333333337,950.0,69.0,43.0,0.0,92.14814814814792
0.046766666666666706,950.0,69.0,43.0,0.0,91.99999999999977
0.04715000000000004,949.0,68.0,44.0,0.0,91.9259259259257
0.047533333333333365,947.0,68.0,44.0,0.0,91.77777777777754
0.0479166666666667,947.0,68.0,44.0,0.0,91.62962962962939
0.04830000000000003,947.0,68.0,44.0,0.0,91.62962962962939
0.04868333333333337,947.0,68.0,44.0,0.0,91.48148148148124
0.0490666666666667,946.0,67.0,45.0,0.0,91.48148148148124
0.04945000000000003,946.0,67.0,45.0,0.0,91.40740740740716
0.04983333333333337,945.0,66.0,46.0,0.0,91.25925925925901
0.0502166666666667,945.0,66.0,46.0,0.0,91.25925925925901
0.05060000000000004,944.0,65.0,47.0,0.0,91.18518518518493
0.05098333333333337,943.0,65.0,47.0,0.0,91.03703703703678
0.0513666666666667,942.0,64.0,48.0,0.0,91.03703703703678
0.05175000000000004,941.0,64.0,48.0,0.0,91.03703703703678
0.05213333333333337,941.0,64.0,48.0,0.0,91.03703703703678
0.0525166666666667,941.0,64.0,48.0,0.0,91.03703703703678
0.05290000000000004,940.0,64.0,48.0,0.0,90.9629629629627
0.05328333333333337,939.0,64.0,48.0,0.0,90.88888888888863
0.05366666666666671,938.0,63.0,49.0,0.0,90.88888888888863
0.054050000000000036,938.0,63.0,49.0,0.0,90.88888888888863
0.05443333333333337,938.0,63.0,49.0,0.0,90.88888888888863
0.05481666666666671,938.0,63.0,49.0,0.0,90.88888888888863
0.05520000000000004,937.0,62.0,50.0,0.0,90.88888888888863
0.055583333333333367,933.0,60.0,52.0,0.0,90.81481481481455
0.055966666666666706,932.0,60.0,52.0,0.0,90.59259259259233
0.05635000000000004,930.0,58.0,54.0,0.0,90.59259259259233
0.05673333333333338,930.0,58.0,54.0,0.0,90.59259259259233
0.057116666666666704,930.0,58.0,54.0,0.0,90.44444444444417
0.057500000000000044,930.0,58.0,54.0,0.0,90.44444444444417
0.057883333333333384,929.0,58.0,54.0,0.0,90.44444444444417
0.05826666666666672,929.0,58.0,54.0,0.0,90.44444444444417
0.058650000000000056,929.0,58.0,54.0,0.0,90.3703703703701
0.05903333333333339,929.0,58.0,54.0,0.0,90.3703703703701
0.059416666666666715,927.0,58.0,54.0,0.0,90.3703703703701
0.059800000000000055,926.0,57.0,55.0,0.0,90.3703703703701
0.06018333333333339,926.0,57.0,55.0,0.0,90.3703703703701
0.06056666666666672,926.0,57.0,55.0,0.0,90.22222222222194
0.06095000000000005,926.0,57.0,55.0,0.0,90.14814814814787
0.061333333333333385,926.0,57.0,55.0,0.0,89.99999999999972
0.061716666666666725,926.0,57.0,55.0,0.0,89.99999999999972
0.06210000000000006,926.0,57.0,55.0,0.0,89.92592592592564
0.062483333333333384,925.0,57.0,55.0,0.0,89.92592592592564
0.06286666666666672,925.0,57.0,55.0,0.0,89.92592592592564
0.06325000000000006,924.0,57.0,55.0,0.0,89.92592592592564
0.06363333333333339,923.0,57.0,55.0,0.0,89.92592592592564
0.06401666666666672,923.0,58.0,55.0,0.0,89.85185185185156
0.06440000000000005,922.0,58.0,55.0,0.0,89.77777777777749
0.06478333333333339,921.0,58.0,55.0,0.0,89.77777777777749
0.06516666666666673,921.0,58.0,55.0,0.0,89.70370370370341
0.06555000000000005,921.0,58.0,55.0,0.0,89.70370370370341
0.06593333333333339,918.0,58.0,55.0,0.0,89.70370370370341
0.06631666666666673,918.0,59.0,55.0,0.0,89.55555555555526
0.06670000000000005,918.0,59.0,55.0,0.0,89.48148148148118
0.0670833333333334,918.0,59.0,55.0,0.0,89.48148148148118
0.06746666666666673,918.0,59.0,55.0,0.0,89.4074074074071
0.06785000000000005,917.0,58.0,56.0,0.0,89.33333333333303
0.0682333333333334,917.0,58.0,56.0,0.0,89.25925925925895
0.06861666666666673,917.0,58.0,56.0,0.0,89.25925925925895
0.06900000000000008,917.0,58.0,56.0,0.0,89.25925925925895
0.0693833333333334,917.0,58.0,56.0,0.0,89.25925925925895
0.06976666666666673,916.0,58.0,56.0,0.0,89.25925925925895
0.07015000000000007,915.0,58.0,56.0,0.0,89.18518518518488
0.07053333333333339,915.0,58.0,56.0,0.0,89.03703703703673
0.07091666666666673,914.0,57.0,57.0,0.0,89.03703703703673
0.07130000000000007,913.0,56.0,58.0,0.0,89.03703703703673
0.07168333333333339,913.0,56.0,58.0,0.0,88.96296296296265
0.07206666666666672,913.0,56.0,58.0,0.0,88.96296296296265
0.07245000000000007,913.0,56.0,58.0,0.0,88.96296296296265
0.07283333333333339,913.0,56.0,58.0,0.0,88.88888888888857
0.07321666666666674,913.0,56.0,58.0,0.0,88.88888888888857
0.07360000000000007,912.0,55.0,59.0,0.0,88.88888888888857
0.07398333333333339,912.0,55.0,59.0,0.0,88.88888888888857
0.07436666666666673,912.0,55.0,59.0,0.0,88.88888888888857
0.07475000000000007,912.0,56.0,59.0,0.0,88.8148148148145
