PARAMETERS
Parameter,Name in code,Value,Units
Delta t,delta_t,0.01,tau_l units
Initial number of bacteria,Nb0,1000,-
Initial concentration of bacteria,B,100000000.0,cells/ml
Initial concentration of phage,P,1000000000.0,cells/ml
Maximum number of timer molecules,N,60,-
Production rate of timer molecules,k,6.0,cells/min·ml
Number of dead timer molecules when superinfected,nd,30,-
Adsorption rate of phage to bacteria,nu,5e-10,cells/min·ml
Initial concentration of nutrients,n0,100000000.0,nutrient/ml
Maximum infections one bacterium can handle,Nimax,90,-
Width of the maximum infection one bacterium can handle,Nimax_std,28.125,-
Time window to track maximum infections,time_window,0.8695652173913043,tau_l units


ADDITIONAL DATA FROM SIMULATION
Magnitude,Value,Unit
Duration,4.079815864562988,s
Volume of the system,1e-05,ml
Number of iterations,20000,-


DATA FROM SIMULATION
Time (hours),Number of phage,Number of healthy bacteria,Number of infected bacteria,Number of dead bacteria,Number of nutrients,Average MOSI,Burst events due to MD
0.02376666666666668,9692.0,797.0,260.0,0.0,963.5555555555826,1.1931818181818181,0
0.024150000000000015,9685.0,794.0,264.0,0.0,962.7407407407684,1.1970260223048328,0
0.02453333333333335,9678.0,789.0,269.0,0.0,962.4444444444723,1.2066420664206643,0
0.024916666666666684,9673.0,788.0,271.0,0.0,961.8518518518802,1.20863309352518,0
0.02530000000000002,9664.0,782.0,278.0,0.0,961.407407407436,1.204946996466431,0
0.02568333333333335,9659.0,780.0,283.0,0.0,960.7407407407699,1.207017543859649,0
0.026066666666666686,9656.0,778.0,285.0,0.0,960.2962962963257,1.2140350877192982,0
0.02645000000000002,9654.0,780.0,285.0,0.0,959.7777777778076,1.210344827586207,0
0.026833333333333355,9649.0,775.0,290.0,0.0,959.5555555555856,1.2191780821917808,0
0.027216666666666684,9644.0,773.0,292.0,0.0,958.9629629629934,1.2203389830508475,0
0.02760000000000002,9640.0,771.0,295.0,0.0,958.1481481481792,1.2181208053691275,0
0.027983333333333353,9637.0,768.0,298.0,0.0,957.629629629661,1.2173913043478262,0
0.02836666666666669,9636.0,767.0,299.0,0.0,957.333333333365,1.2145214521452146,0
0.02875000000000002,9632.0,763.0,303.0,0.0,956.9629629629949,1.2142857142857142,0
0.029133333333333355,9626.0,759.0,308.0,0.0,956.2962962963287,1.2225806451612904,0
0.029516666666666688,9621.0,757.0,310.0,0.0,955.9259259259586,1.220447284345048,0
0.029900000000000024,9618.0,755.0,313.0,0.0,955.4814814815145,1.22397476340694,0
0.030283333333333353,9612.0,753.0,317.0,0.0,955.1851851852184,1.2314814814814814,0
0.03066666666666669,9601.0,746.0,324.0,0.0,955.1851851852184,1.2423312883435582,0
0.031050000000000022,9595.0,744.0,326.0,0.0,954.9629629629964,1.2477341389728096,0
0.031433333333333355,9587.0,741.0,331.0,0.0,954.7407407407743,1.2447761194029852,0
0.03181666666666669,9583.0,738.0,335.0,0.0,953.9259259259601,1.2448377581120944,0
0.03220000000000003,9578.0,735.0,339.0,0.0,953.777777777812,1.2470588235294118,0
0.03258333333333336,9576.0,734.0,340.0,0.0,953.407407407442,1.2463768115942029,0
0.03296666666666669,9570.0,729.0,345.0,0.0,952.4444444444797,1.244956772334294,0
0.033350000000000025,9568.0,727.0,347.0,0.0,951.8518518518875,1.2471264367816093,0
0.03373333333333336,9566.0,727.0,348.0,0.0,951.5555555555915,1.2478873239436619,0
0.03411666666666669,9557.0,720.0,355.0,0.0,951.1851851852214,1.2612359550561798,0
0.034500000000000024,9551.0,720.0,356.0,0.0,950.5185185185552,1.2701949860724233,0
0.03488333333333336,9544.0,717.0,359.0,0.0,950.0000000000371,1.2729805013927578,0
0.03526666666666669,9543.0,718.0,359.0,0.0,949.3333333333709,1.2724795640326976,0
0.03565000000000003,9533.0,710.0,367.0,0.0,948.8888888889268,1.2737127371273713,0
0.03603333333333336,9530.0,709.0,369.0,0.0,948.3703703704086,1.2756756756756757,0
0.036416666666666694,9528.0,708.0,370.0,0.0,948.1481481481866,1.2761394101876675,0
0.03680000000000003,9524.0,705.0,373.0,0.0,947.4814814815204,1.2777777777777777,0
0.03718333333333336,9517.0,700.0,378.0,0.0,947.1851851852243,1.2842105263157895,0
0.0375666666666667,9512.0,698.0,380.0,0.0,946.9629629630023,1.2827225130890052,0
0.03795000000000003,9510.0,696.0,382.0,0.0,946.7407407407802,1.2916666666666667,0
0.03833333333333336,9503.0,693.0,384.0,1.0,946.2962962963361,1.2945736434108528,1
0.0387166666666667,9498.0,690.0,387.0,1.0,945.777777777818,1.2974358974358975,1
0.03910000000000003,9493.0,687.0,390.0,1.0,945.4814814815219,1.3012658227848102,1
0.03948333333333336,9485.0,684.0,395.0,1.0,944.8148148148557,1.3022670025188916,1
0.039866666666666696,9482.0,683.0,397.0,1.0,944.4444444444856,1.311720698254364,1
0.04025000000000003,9473.0,680.0,401.0,1.0,944.2222222222636,1.3103448275862069,1
0.04063333333333337,9467.0,677.0,406.0,1.0,943.4814814815234,1.3161764705882353,1
0.0410166666666667,9462.0,675.0,408.0,1.0,943.2592592593013,1.3170731707317074,1
0.04140000000000003,9459.0,673.0,410.0,1.0,943.0370370370792,1.3211678832116789,1
0.04178333333333337,9456.0,672.0,411.0,1.0,942.6666666667091,1.3292978208232447,1
0.0421666666666667,9450.0,670.0,413.0,1.0,941.8518518518949,1.3277511961722488,1
0.04255000000000004,9444.0,665.0,418.0,1.0,941.6296296296729,1.3254716981132075,1
0.042933333333333365,9437.0,660.0,424.0,1.0,941.2592592593028,1.3247058823529412,1
0.0433166666666667,9436.0,660.0,425.0,1.0,940.6666666667106,1.3317757009345794,1
0.04370000000000004,9429.0,657.0,428.0,1.0,940.2962962963405,1.3341121495327102,1
0.04408333333333337,9428.0,657.0,428.0,1.0,939.7037037037484,1.3433874709976799,1
0.044466666666666696,9420.0,656.0,431.0,1.0,939.4074074074523,1.3410138248847927,1
0.044850000000000036,9417.0,654.0,434.0,1.0,939.0370370370822,1.34624145785877,1
0.04523333333333337,9408.0,649.0,439.0,1.0,938.5185185185641,1.3484162895927603,1
0.04561666666666671,9403.0,646.0,442.0,1.0,938.148148148194,1.348314606741573,1
0.046000000000000034,9399.0,643.0,445.0,1.0,937.5555555556018,1.3452115812917596,1
0.04638333333333337,9395.0,640.0,449.0,1.0,937.1111111111577,1.3458980044345898,1
0.046766666666666706,9392.0,638.0,451.0,1.0,936.8148148148616,1.3457330415754925,1
0.04715000000000004,9384.0,632.0,457.0,1.0,936.5925925926396,1.345572354211663,1
0.047533333333333365,9376.0,627.0,463.0,1.0,935.9259259259734,1.3469827586206897,1
0.0479166666666667,9374.0,627.0,464.0,1.0,935.5555555556033,1.347547974413646,1
0.04830000000000003,9367.0,624.0,469.0,1.0,934.9629629630111,1.348936170212766,1
0.04868333333333337,9365.0,623.0,470.0,1.0,934.518518518567,1.346723044397463,1
0.0490666666666667,9362.0,621.0,473.0,1.0,934.0740740741229,1.3459119496855345,1
0.04945000000000003,9357.0,617.0,477.0,1.0,933.4814814815307,1.3513513513513513,1
0.04983333333333337,9349.0,614.0,481.0,1.0,933.2592592593087,1.3519668737060042,1
0.0502166666666667,9346.0,613.0,483.0,1.0,932.8888888889386,1.353909465020576,1
0.05060000000000004,9341.0,610.0,486.0,1.0,932.4444444444945,1.3537832310838447,1
0.05098333333333337,9337.0,610.0,489.0,1.0,932.0000000000504,1.3528225806451613,1
0.0513666666666667,9328.0,603.0,496.0,1.0,931.3333333333842,1.3545816733067728,1
0.05175000000000004,9319.0,597.0,502.0,1.0,931.1851851852362,1.3544554455445545,1
0.05213333333333337,9315.0,595.0,505.0,1.0,930.51851851857,1.3523622047244095,1
0.0525166666666667,9312.0,592.0,508.0,1.0,930.0740740741259,1.3542074363992171,1
0.05290000000000004,9307.0,589.0,511.0,1.0,929.8518518519038,1.354775828460039,1
0.05328333333333337,9304.0,588.0,513.0,1.0,929.3333333333857,1.359922178988327,1
0.05366666666666671,9300.0,587.0,514.0,1.0,928.9629629630156,1.3622350674373795,1
0.054050000000000036,9292.0,582.0,519.0,1.0,928.7407407407935,1.3652007648183557,1
0.05443333333333337,9285.0,578.0,523.0,1.0,928.3703703704234,1.3721374045801527,1
0.05481666666666671,9280.0,577.0,524.0,1.0,928.0000000000533,1.3797709923664123,1
0.05520000000000004,9276.0,577.0,524.0,1.0,927.4814814815352,1.3795066413662238,1
0.055583333333333367,9272.0,574.0,527.0,1.0,927.1111111111651,1.3804143126177024,1
0.055966666666666706,9266.0,571.0,531.0,1.0,926.4444444444989,1.3831775700934579,1
0.05635000000000004,9259.0,568.0,535.0,1.0,926.0740740741288,1.3861940298507462,1
0.05673333333333338,9256.0,567.0,536.0,1.0,925.7037037037587,1.3867403314917126,1
0.057116666666666704,9246.0,561.0,543.0,1.0,925.2592592593146,1.3860294117647058,1
0.057500000000000044,9245.0,561.0,544.0,1.0,924.7407407407965,1.3861566484517305,1
0.057883333333333384,9238.0,556.0,549.0,1.0,924.2962962963524,1.3920145190562614,1
0.05826666666666672,9232.0,554.0,551.0,1.0,924.0000000000563,1.391696750902527,1
0.058650000000000056,9228.0,551.0,554.0,1.0,923.7777777778342,1.3949730700179532,1
0.05903333333333339,9222.0,548.0,557.0,1.0,923.3333333333901,1.3982142857142856,1
0.059416666666666715,9216.0,545.0,560.0,1.0,923.111111111168,1.402135231316726,1
0.059800000000000055,9211.0,543.0,562.0,1.0,922.6666666667239,1.405693950177936,1
0.06018333333333339,9209.0,543.0,562.0,1.0,922.3703703704278,1.4095744680851063,1
0.06056666666666672,9204.0,542.0,564.0,1.0,922.0000000000578,1.4134275618374559,1
0.06095000000000005,9199.0,541.0,566.0,1.0,921.6296296296877,1.419298245614035,1
0.061333333333333385,9190.0,537.0,570.0,1.0,920.9629629630215,1.418848167539267,1
0.061716666666666725,9186.0,534.0,573.0,1.0,920.7407407407994,1.4201388888888888,1
0.06210000000000006,9181.0,532.0,576.0,1.0,920.0740740741333,1.4182444061962134,1
0.062483333333333384,9175.0,527.0,581.0,1.0,919.7037037037632,1.4192439862542956,1
0.06286666666666672,9173.0,527.0,582.0,1.0,918.8888888889489,1.4222222222222223,1
0.06325000000000006,9167.0,525.0,585.0,1.0,918.3703703704308,1.424190800681431,1
0.06363333333333339,9163.0,524.0,587.0,1.0,917.8518518519127,1.4285714285714286,1
0.06401666666666672,9159.0,523.0,588.0,1.0,917.7037037037646,1.4292929292929293,1
0.06440000000000005,9150.0,517.0,594.0,1.0,917.4814814815426,1.431438127090301,1
0.06478333333333339,9143.0,513.0,598.0,1.0,916.8888888889504,1.44,1
0.06516666666666673,9135.0,512.0,600.0,1.0,916.5185185185803,1.4401993355481728,1
0.06555000000000005,9132.0,511.0,602.0,1.0,915.9259259259882,1.4437086092715232,1
0.06593333333333339,9127.0,509.0,604.0,1.0,915.6296296296921,1.4457236842105263,1
0.06631666666666673,9120.0,505.0,608.0,1.0,915.333333333396,1.4588815789473684,1
0.06670000000000005,9112.0,505.0,608.0,1.0,915.259259259322,1.4663382594417078,1
0.0670833333333334,9106.0,505.0,609.0,1.0,914.8148148148779,1.468189233278956,1
0.06746666666666673,9099.0,501.0,613.0,1.0,914.5185185185818,1.4739413680781759,1
0.06785000000000005,9094.0,501.0,614.0,1.0,914.1481481482117,1.473257698541329,1
0.0682333333333334,9090.0,499.0,617.0,1.0,913.8518518519156,1.4798061389337642,1
0.06861666666666673,9083.0,498.0,619.0,1.0,913.4814814815455,1.48,1
0.06900000000000008,9074.0,492.0,625.0,1.0,913.0370370371014,1.4832535885167464,1
0.0693833333333334,9069.0,490.0,627.0,1.0,912.5925925926573,1.492845786963434,1
0.06976666666666673,9060.0,488.0,629.0,1.0,912.4444444445093,1.4944707740916272,1
0.07015000000000007,9053.0,485.0,633.0,1.0,912.2222222222872,1.4960629921259843,1
0.07053333333333339,9049.0,483.0,635.0,1.0,912.0000000000651,1.5023547880690737,1
0.07091666666666673,9042.0,481.0,637.0,1.0,911.9259259259911,1.50625,1
0.07130000000000007,9035.0,478.0,640.0,1.0,911.8518518519171,1.5069984447900466,1
0.07168333333333339,9030.0,475.0,643.0,1.0,911.407407407473,1.5131782945736434,1
0.07206666666666672,9023.0,473.0,645.0,1.0,911.0370370371029,1.5138888888888888,1
0.07245000000000007,9018.0,470.0,648.0,1.0,910.5185185185848,1.5177195685670262,1
0.07283333333333339,9014.0,470.0,649.0,1.0,910.1481481482147,1.5237366003062787,1
0.07321666666666674,9004.0,466.0,653.0,1.0,909.9259259259926,1.5313935681470139,1
0.07360000000000007,8999.0,466.0,653.0,1.0,909.5555555556225,1.536697247706422,1
0.07398333333333339,8994.0,465.0,654.0,1.0,909.2592592593264,1.5389312977099237,1
0.07436666666666673,8991.0,464.0,655.0,1.0,909.1111111111784,1.5393939393939393,1
0.07475000000000007,8983.0,459.0,660.0,1.0,908.7407407408083,1.5424242424242425,1
0.07513333333333341,8981.0,459.0,660.0,1.0,908.5185185185862,1.5567322239031771,1
0.07551666666666673,8970.0,458.0,661.0,1.0,908.4444444445122,1.5567322239031771,1
0.07590000000000006,8970.0,461.0,661.0,1.0,908.0000000000681,1.5604229607250755,1
0.07628333333333341,8966.0,460.0,662.0,1.0,907.703703703772,1.5610859728506787,1
0.07666666666666672,8964.0,461.0,663.0,1.0,907.407407407476,1.5647590361445782,1
0.07705000000000005,8958.0,460.0,664.0,2.0,907.1851851852539,1.568215892053973,2
0.07743333333333338,8951.0,457.0,667.0,2.0,906.8888888889578,1.5686567164179104,2
0.07781666666666669,8946.0,454.0,670.0,2.0,906.5925925926617,1.5752608047690015,2
0.07820000000000003,8940.0,453.0,671.0,2.0,906.4444444445137,1.57566765578635,2
0.07858333333333335,8935.0,450.0,674.0,2.0,906.0740740741436,1.5798816568047338,2
0.07896666666666667,8929.0,448.0,676.0,2.0,905.7777777778475,1.5902366863905326,2
0.07935,8922.0,449.0,676.0,2.0,905.5555555556255,1.5914454277286136,2
0.07973333333333331,8918.0,447.0,678.0,2.0,905.2592592593294,1.5961820851688693,2
0.08011666666666666,8910.0,444.0,681.0,2.0,905.1111111111813,1.5932944606413995,2
0.08049999999999997,8904.0,440.0,686.0,2.0,904.6666666667372,1.5973837209302326,2
0.0808833333333333,8898.0,438.0,688.0,2.0,904.2222222222931,1.602322206095791,2
0.08126666666666663,8893.0,437.0,689.0,2.0,903.925925925997,1.6083815028901733,2
0.08164999999999994,8884.0,434.0,692.0,2.0,903.703703703775,1.6109510086455332,2
0.08203333333333328,8879.0,433.0,694.0,2.0,903.0370370371088,1.6123919308357348,2
0.0824166666666666,8878.0,433.0,694.0,2.0,902.8888888889608,1.6163793103448276,2
0.08279999999999993,8872.0,431.0,696.0,2.0,902.6666666667387,1.6169296987087518,2
0.08318333333333325,8870.0,430.0,697.0,2.0,902.5925925926647,1.616262482168331,2
0.08356666666666657,8864.0,426.0,701.0,2.0,902.2222222222946,1.621082621082621,2
0.08394999999999991,8859.0,425.0,702.0,2.0,902.0740740741466,1.6278409090909092,2
0.08433333333333322,8851.0,424.0,704.0,2.0,901.6296296297024,1.6288951841359773,2
0.08471666666666655,8847.0,422.0,706.0,2.0,901.5555555556284,1.6292134831460674,2
0.08509999999999988,8837.0,416.0,712.0,2.0,901.3333333334064,1.6334269662921348,2
0.08548333333333319,8834.0,417.0,712.0,2.0,901.1851851852583,1.6331938633193863,2
0.08586666666666654,8826.0,412.0,717.0,2.0,900.7407407408142,1.6342141863699582,2
0.08624999999999985,8822.0,410.0,719.0,2.0,900.7407407408142,1.6338418862690707,2
0.08663333333333317,8819.0,408.0,721.0,2.0,900.6666666667402,1.6331034482758622,2
0.0870166666666665,8813.0,405.0,725.0,2.0,900.2962962963701,1.6372413793103449,2
0.08739999999999983,8810.0,406.0,725.0,2.0,900.000000000074,1.642365887207703,2
0.08778333333333316,8803.0,406.0,727.0,2.0,899.4814814815559,1.6428571428571428,2
0.08816666666666648,8801.0,405.0,728.0,2.0,899.1851851852598,1.639836289222374,2
0.08854999999999981,8795.0,400.0,733.0,2.0,899.1111111111858,1.6435374149659865,2
0.08893333333333313,8789.0,399.0,735.0,2.0,898.5925925926676,1.6494565217391304,2
0.08931666666666645,8783.0,398.0,736.0,2.0,898.3703703704456,1.6464237516869096,2
0.0896999999999998,8777.0,393.0,741.0,2.0,898.0000000000755,1.6522911051212938,2
0.0900833333333331,8771.0,393.0,742.0,2.0,897.7037037037794,1.657258064516129,2
0.09046666666666643,8764.0,391.0,744.0,2.0,897.3333333334093,1.6644295302013423,2
0.09084999999999975,8757.0,390.0,745.0,2.0,897.1111111111873,1.6702412868632708,2
0.09123333333333307,8751.0,389.0,746.0,2.0,896.5925925926691,1.668,2
0.09161666666666642,8746.0,385.0,750.0,2.0,896.4444444445211,1.66711051930759,2
0.09199999999999972,8745.0,384.0,751.0,2.0,896.296296296373,1.6746347941567066,2
0.09238333333333305,8736.0,382.0,753.0,2.0,895.8518518519289,1.6772486772486772,2
0.09276666666666639,8729.0,379.0,756.0,2.0,895.6296296297069,1.6816380449141348,2
0.09314999999999969,8724.0,378.0,757.0,2.0,895.4814814815588,1.6842105263157894,2
0.09353333333333304,8717.0,375.0,760.0,2.0,895.2592592593368,1.6898817345597898,2
0.09391666666666636,8711.0,375.0,761.0,2.0,895.1111111111887,1.6946264744429882,2
0.09429999999999968,8704.0,373.0,763.0,2.0,894.9629629630407,1.6980392156862745,2
0.09468333333333301,8698.0,371.0,765.0,2.0,894.5925925926706,1.7023498694516972,2
0.09506666666666633,8693.0,370.0,766.0,2.0,894.4444444445226,1.7075718015665797,2
0.09544999999999966,8689.0,370.0,766.0,2.0,894.1481481482265,1.7105606258148631,2
0.09583333333333298,8685.0,369.0,767.0,2.0,893.6296296297083,1.7122395833333333,2
0.09621666666666631,8682.0,368.0,768.0,2.0,893.4074074074863,1.717815344603381,2
0.09659999999999963,8676.0,367.0,769.0,2.0,893.2592592593383,1.7172503242542152,2
0.09698333333333295,8673.0,366.0,771.0,2.0,893.1111111111902,1.7135483870967743,2
0.0973666666666663,8669.0,362.0,775.0,2.0,893.0370370371162,1.7187096774193549,2
0.0977499999999996,8665.0,363.0,775.0,2.0,892.8148148148941,1.7232947232947233,2
0.09813333333333293,8658.0,361.0,777.0,2.0,892.6666666667461,1.7287917737789202,2
0.09851666666666627,8652.0,360.0,778.0,2.0,892.5925925926721,1.730423620025674,2
0.09889999999999957,8649.0,359.0,779.0,2.0,892.0000000000799,1.7371794871794872,2
0.09928333333333292,8642.0,358.0,780.0,2.0,891.8518518519319,1.7404092071611252,2
0.09966666666666622,8636.0,356.0,782.0,2.0,891.5555555556358,1.7407407407407407,2
0.10004999999999956,8634.0,356.0,783.0,2.0,891.4074074074878,1.7458492975734354,2
0.10043333333333289,8630.0,357.0,783.0,2.0,891.2592592593397,1.7512755102040816,2
0.1008166666666662,8624.0,356.0,784.0,2.0,891.1111111111917,1.756687898089172,2
0.10119999999999954,8618.0,355.0,785.0,2.0,890.9629629630437,1.756997455470738,2
0.10158333333333286,8616.0,354.0,786.0,2.0,890.5925925926736,1.7611181702668361,2
0.10196666666666618,8611.0,353.0,787.0,2.0,890.3703703704515,1.7607594936708861,2
0.10234999999999951,8606.0,350.0,790.0,2.0,890.2962962963775,1.7616645649432534,2
0.10273333333333283,8600.0,347.0,793.0,2.0,890.2222222223035,1.7679697351828498,2
0.10311666666666616,8595.0,347.0,793.0,2.0,889.7037037037853,1.7656641604010026,2
0.10349999999999948,8588.0,342.0,798.0,2.0,889.6296296297113,1.7669172932330828,2
0.10388333333333281,8587.0,343.0,798.0,2.0,889.4074074074892,1.7709637046307884,2
0.10426666666666613,8582.0,343.0,799.0,2.0,889.1111111111932,1.7683686176836861,2
0.10464999999999945,8577.0,339.0,803.0,2.0,888.8888888889711,1.772670807453416,2
0.1050333333333328,8570.0,337.0,805.0,2.0,888.370370370453,1.772670807453416,2
0.1054166666666661,8570.0,338.0,805.0,2.0,888.0740740741569,1.7722772277227723,2
0.10579999999999944,8565.0,335.0,808.0,2.0,888.0000000000829,1.7728395061728395,2
0.10618333333333277,8561.0,333.0,810.0,2.0,887.7037037037868,1.7743526510480887,2
0.10656666666666607,8558.0,332.0,811.0,2.0,887.3333333334167,1.7705521472392638,2
0.10694999999999942,8554.0,328.0,815.0,2.0,887.1111111111946,1.7732843137254901,2
0.10733333333333274,8550.0,327.0,816.0,2.0,886.8148148148986,1.7787286063569683,2
0.10771666666666606,8542.0,325.0,818.0,2.0,886.6666666667505,1.78239608801956,2
