PARAMETERS
Parameter,Name in code,Value,Units
Delta t,delta_t,0.01,tau_l units
Initial number of bacteria,Nb0,1000,-
Initial concentration of bacteria,B,1000000.0,cells/ml
Initial concentration of phage,P,100000.0,cells/ml
Maximum number of timer molecules,N,60,-
Production rate of timer molecules,k,6.0,cells/min·ml
Number of dead timer molecules when superinfected,nd,30,-
Adsorption rate of phage to bacteria,nu,5e-10,cells/min·ml
Initial concentration of nutrients,n0,10000000.0,nutrient/ml


ADDITIONAL DATA FROM SIMULATION
Magnitude,Value,Unit
Duration,0.06259512901306152,s
Volume of the system,0.001,ml
Number of iterations,1000,-


DATA FROM SIMULATION
Time (hours),Number of phage,Number of bacteria,Number of nutrients
---
0.0,100.0,1000.0,10000.0
0.00038333333333333334,100.0,1002.0,9999.407407407401
0.0007666666666666667,100.0,1003.0,9998.962962962953
0.0011500000000000002,100.0,1003.0,9998.222222222204
0.0015333333333333334,100.0,1003.0,9997.555555555531
0.001916666666666667,100.0,1003.0,9997.037037037007
0.0023000000000000004,100.0,1003.0,9996.666666666633
0.002683333333333334,100.0,1006.0,9995.925925925885
0.0030666666666666668,100.0,1008.0,9994.740740740688
0.00345,100.0,1009.0,9993.85185185179
0.0038333333333333336,100.0,1009.0,9993.481481481416
0.004216666666666666,100.0,1011.0,9993.037037036967
0.004599999999999999,100.0,1011.0,9992.592592592518
0.004983333333333332,100.0,1012.0,9992.222222222144
0.005366666666666666,100.0,1013.0,9991.259259259172
0.00575,100.0,1013.0,9990.14814814805
0.0061333333333333335,100.0,1013.0,9989.481481481376
0.006516666666666667,100.0,1015.0,9988.888888888778
0.006900000000000001,100.0,1017.0,9988.074074073955
0.007283333333333334,100.0,1017.0,9987.037037036907
0.007666666666666668,100.0,1018.0,9986.29629629616
0.008050000000000002,100.0,1019.0,9985.407407407261
0.008433333333333336,100.0,1020.0,9984.962962962813
0.008816666666666669,100.0,1023.0,9984.14814814799
0.009200000000000003,100.0,1025.0,9983.333333333167
0.009583333333333336,100.0,1025.0,9982.814814814643
0.00996666666666667,100.0,1026.0,9981.777777777595
0.010350000000000003,100.0,1028.0,9981.333333333147
0.010733333333333338,100.0,1029.0,9980.592592592398
0.01111666666666667,100.0,1030.0,9979.9999999998
0.011500000000000005,100.0,1030.0,9979.481481481276
0.011883333333333338,100.0,1031.0,9978.666666666453
0.012266666666666672,100.0,1032.0,9977.99999999978
0.012650000000000005,100.0,1032.0,9977.629629629406
0.01303333333333334,100.0,1033.0,9976.740740740508
0.013416666666666672,100.0,1033.0,9976.518518518284
0.013800000000000007,100.0,1033.0,9976.14814814791
0.014183333333333341,100.0,1035.0,9975.333333333087
0.014566666666666674,100.0,1036.0,9974.666666666413
0.014950000000000008,100.0,1038.0,9973.70370370344
0.015333333333333341,100.0,1038.0,9973.037037036767
0.015716666666666674,100.0,1038.0,9972.29629629602
0.01610000000000001,100.0,1038.0,9971.555555555271
0.016483333333333343,100.0,1039.0,9970.518518518224
0.01686666666666668,100.0,1039.0,9969.9999999997
0.01725000000000001,100.0,1040.0,9969.111111110802
0.017633333333333345,100.0,1040.0,9968.666666666353
0.018016666666666677,100.0,1040.0,9968.14814814783
0.018400000000000014,100.0,1041.0,9967.629629629306
0.018783333333333343,100.0,1042.0,9967.111111110782
0.019166666666666676,100.0,1043.0,9966.370370370034
0.01955000000000001,100.0,1043.0,9965.70370370336
0.019933333333333345,100.0,1043.0,9965.111111110762
0.020316666666666674,100.0,1045.0,9963.99999999964
0.02070000000000001,100.0,1046.0,9963.333333332967
0.021083333333333343,100.0,1047.0,9962.592592592218
0.02146666666666668,100.0,1049.0,9961.99999999962
0.021850000000000012,100.0,1049.0,9961.555555555171
0.022233333333333345,100.0,1050.0,9960.740740740348
0.022616666666666677,100.0,1050.0,9959.9999999996
0.023000000000000013,100.0,1053.0,9959.333333332926
0.023383333333333346,100.0,1054.0,9958.14814814773
0.02376666666666668,100.0,1054.0,9957.925925925505
0.024150000000000015,100.0,1054.0,9957.259259258832
0.02453333333333335,100.0,1054.0,9955.99999999956
0.024916666666666684,100.0,1054.0,9955.185185184737
0.02530000000000002,100.0,1057.0,9954.222222221764
0.02568333333333335,100.0,1058.0,9953.407407406941
0.026066666666666686,100.0,1059.0,9952.444444443969
0.02645000000000002,100.0,1059.0,9951.407407406921
0.026833333333333355,100.0,1059.0,9951.185185184697
0.027216666666666684,100.0,1060.0,9950.518518518023
0.02760000000000002,100.0,1062.0,9949.9999999995
0.027983333333333353,100.0,1062.0,9949.111111110602
0.02836666666666669,100.0,1065.0,9948.370370369854
0.02875000000000002,100.0,1065.0,9947.70370370318
0.029133333333333355,100.0,1066.0,9946.666666666133
0.029516666666666688,100.0,1066.0,9945.85185185131
0.029900000000000024,100.0,1067.0,9945.111111110562
0.030283333333333353,100.0,1067.0,9944.518518517963
0.03066666666666669,100.0,1069.0,9943.259259258692
0.031050000000000022,100.0,1069.0,9942.370370369794
0.031433333333333355,100.0,1069.0,9941.85185185127
0.03181666666666669,100.0,1070.0,9941.333333332746
0.03220000000000003,100.0,1071.0,9940.444444443849
0.03258333333333336,100.0,1072.0,9939.9999999994
0.03296666666666669,100.0,1073.0,9939.111111110502
0.033350000000000025,100.0,1074.0,9938.14814814753
0.03373333333333336,100.0,1076.0,9937.333333332706
0.03411666666666669,100.0,1076.0,9936.518518517883
0.034500000000000024,100.0,1077.0,9935.85185185121
0.03488333333333336,100.0,1077.0,9935.333333332686
0.03526666666666669,100.0,1078.0,9934.592592591938
0.03565000000000003,100.0,1079.0,9933.777777777115
0.03603333333333336,100.0,1079.0,9933.111111110442
0.036416666666666694,100.0,1079.0,9932.222222221544
0.03680000000000003,100.0,1082.0,9931.481481480796
0.03718333333333336,100.0,1082.0,9930.740740740048
0.0375666666666667,100.0,1084.0,9929.9999999993
0.03795000000000003,100.0,1084.0,9929.55555555485
0.03833333333333336,100.0,1084.0,9928.518518517803
0.0387166666666667,100.0,1085.0,9927.85185185113
0.03910000000000003,100.0,1087.0,9926.888888888157
0.03948333333333336,100.0,1088.0,9926.296296295559
0.039866666666666696,100.0,1089.0,9925.629629628886
0.04025000000000003,100.0,1090.0,9925.185185184437
